醫事機構代碼,診療科別
3717080266,40
3717080284,40
3717080293,40
3717080382,40
3717080391,40
3717080417,40
3717080453,40
3717080480,40
3717080499,40
3717080515,40
3717080524,40
3717080560,40
3717080604,40
3717080640,40
3717080659,40
3717080668,40
3717080720,40
3717080739,40
3717080748,40
3717080784,40
3717080800,40
3717080837,40
3717080917,40
3717080926,40
3717080944,40
3717080962,40
3717081030,40
3717081067,40
3717081085,40
3717081101,40
3717081110,40
3717081147,40
3717081156,40
3717081192,40
3717081218,40
3717082288,40
3717082297,40
3717082304,40
3717082322,40
3717082331,40
3717082340,40
3717082359,40
3717082395,40
3717082411,40
3717082420,40
3717082439,40
3717082466,40
3717082475,40
3717082528,40
3717082537,40
3717082582,40
3717082591,40
3717082617,40
3717082626,40
3717082635,40
3717082644,40
3717082653,40
3717082680,40
3717082715,40
3717082724,40
3717082733,40
3717082742,40
3717082751,40
3717082760,40
3717082779,40
3717082813,40
3717082822,40
3717082831,40
3721010021,40
3721010030,40
3721010049,40
3721010067,40
3721010076,40
3721010094,40
3721010101,40
3721010110,40
3721010129,40
3721010138,40
3721010156,40
3721010218,40
3721010227,40
3721010254,40
3721010263,40
3721010272,40
3721010325,40
3721010343,40
3721010352,40
3721010361,40
3721010370,40
3721010469,40
3721010478,40
3721010503,40
3721010549,40
3721010576,40
3721010594,40
3721010601,40
3721010610,40
3721010638,40
3721010647,40
3721010674,40
3721010692,40
3721010709,40
3721010727,40
3721010736,40
3721010745,40
3721010754,40
3721010763,40
3721010781,40
3721010790,40
3721010807,40
3721010825,40
3721010834,40
3721010852,40
3721010889,40
3721010898,40
3721010905,40
3721011920,40
3721011975,40
3721011984,40
3721011993,40
3721012007,40
3721012016,40
3721012025,40
3721012052,40
3721012061,40
3721012070,40
3721012098,40
3721012114,40
3721012141,40
3721012150,40
3721012169,40
3721012178,40
3721012187,40
3721012196,40
3721012203,40
3721012221,40
3721012258,40
3721012267,40
3721012276,40
3721012301,40
3721012310,40
3721012329,40
3721020027,40
3721020036,40
3721020081,40
3721020090,40
3721020125,40
3721020170,40
3721020198,40
3721020214,40
3721020223,40
3721020232,40
3721020241,40
3721020250,40
3721020303,40
3721020321,40
3721020358,40
3721020367,40
3721020376,40
3721020385,40
3721020394,40
3721020410,40
3721020447,40
3721021515,40
3721021524,40
3721021533,40
3721021579,40
3721021597,40
3721021604,40
3721030041,40
3721030096,40
3721030103,40
3721030112,40
3721030121,40
3721030121,43
3721030121,51
3721030158,40
3721030167,40
3721030176,40
3721030194,40
3721030201,40
3721030238,40
3721030247,40
3721030309,40
3721030318,40
3721031342,40
3721031360,40
3721031379,40
3721031388,40
3721031397,40
3721031404,40
3721040047,40
3721040065,40
3721040109,40
3721040127,40
3721040136,40
3721040225,40
3721040234,40
3721040332,40
3721040341,40
3721040387,40
3721040467,40
3721040476,40
3721040501,40
3721040529,40
3721040538,40
3721040547,40
3721040556,40
3721040565,40
3721040609,40
3721040627,40
3721040654,40
3721040663,40
3721041688,40
3721041697,40
3721041704,40
3721041713,40
3721041731,40
3721041740,40
3721041759,40
3721041768,40
3721041777,40
3721041786,40
3721041795,40
3721041811,40
3721041848,40
3721041886,40
3721041893,40
3721041900,40
3721050070,40
3721050089,40
3721050150,40
3721050178,40
3721050187,40
3721050196,40
3721050285,40
3721050310,40
3721050329,40
3721050347,40
3721050409,40
3721050436,40
3721050463,40
3721050472,40
3721050481,40
3721050490,40
3721050507,40
3721050525,40
3721050552,40
3721050561,40
3721050570,40
3721050598,40
3721050605,40
3721050614,40
3721050678,40
3721050687,00
3721050687,40
3721051764,40
3721051782,40
3721060012,40
3721060021,40
3721060049,40
3721060094,40
3721060101,40
3721060110,40
3721060156,40
3721060174,40
3721060209,40
3721060218,40
3721060227,40
3721060245,40
3721060263,40
3721060272,40
3721061313,40
3721061331,40
3721061368,40
3721061377,40
3721070036,40
3721070054,40
3721070063,40
3721070072,50
3721070072,51
3721070081,40
3721071104,40
3721071122,40
3721071131,40
3721071168,40
3721071177,40
3721071186,40
3721080014,40
3721080032,40
3721080041,40
3722010034,40
3722010043,40
3722010052,40
3722010105,40
3722010114,40
3722010178,40
3722010187,40
3722010203,40
3722010212,40
3722010221,40
3722010230,40
3722010258,40
3722010267,40
3722010285,40
3722010294,40
3722010329,40
3722010356,40
3722010383,40
3722010409,40
3722010418,40
3722010463,40
3722010472,40
3722010481,40
3722010490,40
3722010507,40
3722010525,40
3722010534,40
3722010552,50
3722010589,40
3722010598,40
3722010614,40
3722010632,40
3722010650,40
3722010669,40
3722010678,40
3722010687,40
3722010696,40
3722011700,40
3722011728,40
3722011737,40
3722011764,40
3722011782,40
3722011791,40
3722011808,40
3722011817,40
3722011826,40
3722011835,40
3722011853,40
3722011860,40
3722011879,40
3722011888,40
3722011899,40
3722011906,40
3722011915,40
3722011924,40
3722011924,47
3722011933,40
3722011942,40
3722011951,40
3722011960,40
3722011979,40
3722020021,40
3722020058,40
3722020101,40
3722020156,40
3722020165,40
3722020174,40
3722020218,40
3722020236,40
3722020272,40
3722020352,40
3722020361,40
3722020389,40
3722020405,40
3722020414,40
3722020423,40
3722020450,40
3722020469,40
3722020496,40
3722020549,40
3722020567,40
3722020576,40
3722020594,40
3722020610,40
3722020629,40
3722020638,40
3722020647,40
3722021715,40
3722021733,40
3722021742,40
3722021751,40
3722021779,40
3722021788,40
3722021797,40
3722021804,40
3722021831,40
3722021831,42
3722021859,40
3722021886,40
3722021902,40
3722021911,40
3722021920,40
3722021939,40
3722021948,40
3722021957,40
3722021966,40
3722021975,40
3722021984,40
3722021984,47
3722021993,40
3722022007,40
3722022016,40
3722022016,42
3722022025,40
3731010015,40
3731010051,40
3731010060,40
3731010097,40
3731010104,40
3731010113,40
3731010140,40
3731010177,40
3731010195,40
3731010202,40
3731010211,40
3731010220,40
3731010239,40
3731010248,40
3731010257,40
3731010284,40
3731010300,40
3731010328,40
3731010337,40
3731010346,40
3731010364,40
3731010373,40
3731010382,40
3731010408,40
3731010435,40
3731010444,40
3731010480,40
3731010515,40
3731010551,40
3731010560,40
3731010604,40
3731010622,40
3731010659,40
3731010668,40
3731010739,40
3731010748,40
3731010800,40
3731010819,40
3731010828,40
3731010837,40
3731010846,40
3731010926,40
3731010944,40
3731010953,40
3731011067,40
3731011076,40
3731011094,40
3731011110,40
3731011174,40
3731011218,40
3731011254,40
3731011316,40
3731011343,40
3731011352,40
3731011414,40
3731011558,40
3731011576,40
3731011585,40
3731011629,40
3731011638,40
3731011665,40
3731011718,40
3731011727,40
3731011816,40
3731011834,40
3731011852,40
3731011941,40
3731011950,40
3731012037,40
3731012126,40
3731012153,40
3731012162,40
3731012171,40
3731012206,40
3731012215,40
3731012251,40
3731012260,40
3731012304,40
3731013338,40
3731013347,40
3731013365,40
3731013392,40
3731013418,40
3731013490,40
3731013525,40
3731013552,40
3731013589,40
3731013614,40
3731013669,40
3731013678,40
3731013687,40
3731013696,40
3731013703,40
3731013712,40
3731013758,40
3731013776,40
3731013801,40
3731013829,40
3731013838,40
3731013847,40
3731013856,40
3731013874,40
3731013936,40
3731013963,40
3731013981,40
3731013990,40
3731014013,40
3731014031,40
3731014059,40
3731014068,40
3731014077,40
3731014111,40
3731014120,40
3731014148,40
3731014157,40
3731014228,40
3731014237,40
3731014255,40
3731014264,40
3731014282,40
3731014291,40
3731014308,40
3731014335,40
3731014371,40
3731014380,40
3731014399,40
3731014406,40
3731014433,40
3731014460,40
3731014479,40
3731014488,40
3731014504,40
3731014513,40
3731014522,40
3731014559,40
3731014577,40
3731014586,40
3731014595,40
3731014602,40
3731014611,40
3731014648,40
3731014666,40
3731014675,40
3731014693,40
3731014700,40
3731014728,40
3731014746,40
3731014764,40
3731014773,40
3731014782,40
3731014791,40
3731014808,40
3731014826,40
3731014853,40
3731014862,40
3731014880,40
3731014899,40
3731014906,40
3731014915,40
3731014951,40
3731014960,40
3731014979,40
3731015029,40
3731015038,40
3731015056,40
3731015065,40
3731015074,40
3731015092,40
3731015109,40
3731015118,40
3731015136,40
3731015154,40
3731015190,40
3731015207,40
3731015216,40
3731015225,40
3731015234,40
3731015243,40
3731015261,40
3731015270,40
3731015289,40
3731015298,40
3731015305,46
3731015314,40
3731015323,40
3731015332,40
3731015350,40
3731015369,40
3731015378,40
3731015387,40
3731015396,40
3731015403,40
3731015412,40
3731015421,40
3731015430,40
3731015449,40
3731015467,40
3731020048,40
3731020057,40
3731020066,40
3731020084,40
3731020128,40
3731020146,40
3731020164,40
3731020217,40
3731020299,40
3731020342,40
3731020360,40
3731020379,40
3731020388,40
3731020397,40
3731020431,40
3731020440,40
3731020495,40
3731020520,40
3731020557,40
3731020575,40
3731020584,40
3731020619,40
3731020628,40
3731020637,40
3731020682,40
3731020708,40
3731020717,40
3731020780,40
3731020799,40
3731020913,40
3731020922,40
3731020986,40
3731020995,40
3731021018,40
3731021054,40
3731021081,40
3731021116,40
3731021134,40
3731021143,40
3731021287,40
3731021296,40
3731021312,40
3731021376,40
3731022391,40
3731022417,40
3731022426,40
3731022453,40
3731022506,40
3731022560,40
3731022588,40
3731022597,40
3731022613,40
3731022622,40
3731022631,40
3731022640,40
3731022702,40
3731022757,40
3731022793,40
3731022800,40
3731022819,40
3731022828,40
3731022837,40
3731022846,40
3731022855,40
3731022864,40
3731022873,40
3731022882,40
3731022908,40
3731022926,40
3731022935,40
3731022971,40
3731022980,40
3731022999,40
3731023012,40
3731023021,40
3731023076,40
3731023085,40
3731023101,40
3731023110,40
3731023138,40
3731023147,40
3731023165,40
3731023174,40
3731023183,40
3731023192,40
3731023209,40
3731023218,40
3731023227,40
3731023236,40
3731023245,40
3731023325,40
3731023343,40
3731023352,40
3731023370,40
3731023398,40
3731023405,40
3731023414,40
3731023414,50
3731023432,40
3731023450,40
3731023469,40
3731023478,40
3731023487,40
3731023503,40
3731023512,40
3731023521,40
3731023530,40
3731023549,40
3731023558,40
3731023567,40
3731023576,40
3731023585,40
3731023594,40
3731023610,40
3731023629,40
3731023638,40
3731023647,40
3731023656,40
3731023665,40
3731023674,40
3731023683,40
3731030035,40
3731030071,40
3731030099,40
3731030106,40
3731030124,40
3731030142,40
3731030213,40
3731030231,40
3731030277,40
3731030295,40
3731030357,40
3731030366,40
3731030384,40
3731030455,40
3731030473,40
3731030526,40
3731030535,40
3731030544,40
3731030599,40
3731030615,40
3731030633,40
3731030642,40
3731030740,40
3731030795,40
3731030811,40
3731030839,40
3731030866,40
3731030884,40
3731030893,40
3731030900,40
3731031005,40
3731031014,40
3731031032,40
3731031041,40
3731031096,40
3731031158,40
3731031176,40
3731031201,40
3731031238,40
3731031265,40
3731031336,40
3731031354,40
3731031363,40
3731031381,40
3731031461,40
3731032637,40
3731032646,40
3731032655,40
3731032691,40
3731032717,40
3731032726,40
3731032744,40
3731032806,40
3731032824,40
3731032879,40
3731032897,40
3731032904,40
3731032922,40
3731032940,40
3731032959,40
3731032968,40
3731033054,40
3731033081,40
3731033107,40
3731033125,40
3731033189,40
3731033198,40
3731033223,40
3731033232,40
3731033241,40
3731033269,40
3731033296,40
3731033303,40
3731033358,40
3731033385,40
3731033394,40
3731033447,40
3731033456,40
3731033483,40
3731033492,40
3731033527,40
3731033554,40
3731033563,40
3731033581,40
3731033590,40
3731033607,40
3731033616,40
3731033625,40
3731033634,40
3731033643,40
3731033652,40
3731033661,40
3731033705,40
3731033714,40
3731033723,40
3731033741,40
3731033750,40
3731033778,40
3731033787,40
3731033803,40
3731033821,40
3731033830,40
3731033849,40
3731033858,40
3731033867,40
3731033876,40
3731033885,40
3731033894,40
3731033901,40
3731033910,40
3731033929,40
3731040013,40
3731040077,40
3731040086,40
3731040111,40
3731040120,40
3731040139,40
3731040148,40
3731040157,40
3731040184,40
3731040193,40
3731040228,40
3731040255,40
3731040273,40
3731040326,40
3731040371,40
3731040380,40
3731040399,40
3731040406,40
3731040433,40
3731040460,40
3731040504,40
3731040540,40
3731040586,40
3731040602,40
3731040639,40
3731040657,40
3731040684,40
3731040700,40
3731040719,40
3731040728,40
3731040737,40
3731040746,40
3731040862,40
3731040871,40
3731040880,40
3731040906,40
3731040979,40
3731040997,40
3731041001,40
3731041038,40
3731041109,40
3731041127,40
3731041136,40
3731041163,40
3731041216,40
3731041298,40
3731041350,40
3731041387,40
3731041396,40
3731041529,40
3731042553,40
3731042562,40
3731042580,40
3731042599,40
3731042606,40
3731042615,40
3731042624,40
3731042651,40
3731042660,40
3731042679,40
3731042688,40
3731042697,40
3731042704,40
3731042713,40
3731042731,40
3731042820,40
3731042839,40
3731042848,40
3731042866,40
3731042884,40
3731042937,40
3731042946,40
3731042955,40
3731042964,40
3731042973,40
3731043023,40
3731043032,40
3731043041,40
3731043069,40
3731043078,40
3731043112,40
3731043158,40
3731043185,40
3731043210,40
3731043229,40
3731043256,40
3731043274,40
3731043283,40
3731043292,40
3731043327,40
3731043363,40
3731043443,40
3731043452,40
3731043461,40
3731043470,40
3731043489,40
3731043505,40
3731043514,40
3731043541,40
3731043550,40
3731043603,40
3731043612,40
3731043621,40
3731043630,40
3731043658,40
3731043676,40
3731043685,40
3731043694,40
3731043710,40
3731043729,40
3731043738,47
3731043738,50
3731043765,40
3731043783,40
3731043792,40
3731043809,40
3731043836,40
3731043845,40
3731043854,40
3731043863,40
3731043872,40
3731043881,40
3731043907,40
3731043916,40
3731050028,40
3731050073,40
3731050108,40
3731050180,40
3731050206,40
3731050233,40
3731050242,40
3731050297,40
3731050340,40
3731050359,40
3731050386,40
3731050395,40
3731050411,40
3731050439,40
3731050457,40
3731050475,40
3731050493,40
3731050626,40
3731050653,40
3731050662,40
3731050680,40
3731050699,40
3731050715,40
3731050797,40
3731050804,40
3731050813,40
3731050831,40
3731050840,40
3731050868,40
3731050886,40
3731050895,40
3731050911,40
3731050948,40
3731051945,40
3731051990,40
3731052013,40
3731052095,40
3731052102,40
3731052139,40
3731052148,40
3731052157,40
3731052237,40
3731052264,40
3731052273,40
3731052291,40
3731052308,40
3731052344,40
3731052362,40
3731052371,40
3731052399,40
3731052406,40
3731052415,40
3731052424,40
3731052442,40
3731052479,40
3731052497,40
3731052577,40
3731052586,40
3731052602,40
3731052639,40
3731052648,40
3731052666,40
3731052675,40
3731052693,40
3731052693,47
3731052700,40
3731052737,40
3731052746,40
3731052764,40
3731052773,40
3731052782,40
3731052817,40
3731052826,40
3731052835,40
3731052853,40
3731052862,40
3731052871,40
3731052880,40
3731052899,40
3731052906,40
3731052924,40
3731052933,40
3731052951,40
3731052960,40
3731052979,40
3731052988,40
3731052997,40
3731053001,40
3731053010,40
3731053038,40
3731053047,40
3731053056,40
3731053065,40
3731053074,40
3731053083,40
3731053092,40
3731053109,40
3731060015,40
3731060097,40
3731060122,40
3731060177,40
3731060186,40
3731060195,40
3731060202,40
3731060220,40
3731060257,40
3731060284,40
3731060319,40
3731060337,40
3731060355,40
3731060373,40
3731060435,40
3731060444,40
3731060499,40
3731060533,40
3731060597,40
3731060604,40
3731060677,40
3731060686,40
3731060702,40
3731060711,40
3731060766,40
3731060828,40
3731060873,40
3731060882,40
3731060891,40
3731060908,40
3731060917,40
3731060999,40
3731061030,40
3731061067,40
3731061094,40
3731061110,40
3731061129,40
3731061147,40
3731061174,40
3731061183,40
3731061254,40
3731061325,40
3731061334,40
3731061398,40
3731062420,40
3731062475,40
3731062500,40
3731062519,40
3731062528,40
3731062537,40
3731062546,40
3731062582,40
3731062608,40
3731062626,40
3731062635,40
3731062699,40
3731062706,40
3731062715,40
3731062715,50
3731062742,40
3731062760,40
3731062788,40
3731062822,40
3731062831,40
3731062886,40
3731062911,40
3731062957,40
3731062966,40
3731062984,40
3731063025,40
3731063052,40
3731063089,40
3731063105,40
3731063123,40
3731063141,40
3731063169,40
3731063178,40
3731063196,40
3731063203,40
3731063249,40
3731063276,40
3731063285,40
3731063294,40
3731063310,40
3731063329,40
3731063338,40
3731063356,40
3731063365,40
3731063383,40
3731063392,40
3731063418,40
3731063427,40
3731063445,40
3731063454,40
3731063472,40
3731063525,40
3731063561,40
3731063570,40
3731063589,40
3731063598,40
3731063605,40
3731063614,40
3731063623,40
3731063641,40
3731063650,40
3731063669,40
3731063687,40
3731063696,45
3731063703,40
3731063712,40
3731063730,40
3731063749,40
3731063758,40
3731063767,40
3731063776,40
3731063785,40
3731063794,40
3731063810,40
3731063838,40
3731063847,40
3731063856,40
3731063865,40
3731063874,40
3731070039,40
3731070084,40
3731070100,40
3731070119,40
3731070182,40
3731070191,40
3731070208,40
3731070271,40
3731070299,40
3731070315,40
3731070379,40
3731070388,40
3731070431,40
3731070468,40
3731070486,40
3731071492,40
3731071518,40
3731071554,40
3731071563,40
3731071581,40
3731071616,40
3731071625,40
3731071643,40
3731071652,40
3731071661,40
3731071670,40
3731071714,40
3731071769,40
3731071778,40
3731071787,40
3731071796,40
3731071812,40
3731071821,40
3731071830,40
3731071867,40
3731071876,40
3731071885,40
3731071894,40
3731071901,40
3731071910,40
3731071929,40
3731080017,40
3731080026,40
3731080071,40
3731080106,40
3731080160,40
3731080188,40
3731080197,40
3731081247,40
3731081256,40
3731081283,40
3731081327,40
3731081354,40
3731081372,40
3731081390,40
3731081416,40
3731081425,40
3731090022,40
3731090040,40
3731090077,40
3731090086,40
3731090102,40
3731090120,40
3731090148,40
3731091190,40
3731091225,40
3731091234,40
3731091243,40
3731091252,40
3731091289,40
3731091298,40
3731091305,40
3731091323,40
3731091341,40
3731091350,40
3731091387,40
3731091396,40
3731091403,40
3731091412,40
3731091421,40
3731091430,47
3731091449,40
3731091458,40
3731100087,40
3731100096,40
3731100103,40
3731100149,40
3731100167,40
3731100176,40
3731100210,40
3731100229,40
3731100238,40
3731100247,40
3731100256,40
3731100336,40
3731100345,40
3731100381,40
3731100390,40
3731100443,40
3731101477,40
3731101495,40
3731101502,40
3731101511,40
3731101520,40
3731101539,40
3731101575,40
3731101619,40
3731101628,40
3731101646,40
3731101655,40
3731101664,40
3731101673,40
3731101682,40
3731101726,40
3731101735,40
3731101744,40
3731101762,40
3731101771,40
3731101799,40
3731101824,40
3731101833,40
3731101842,40
3731101851,40
3731101860,40
3731101879,40
3731101888,40
3731110038,40
3731110047,40
3731110065,40
3731110163,40
3731110172,40
3731110207,40
3731110216,40
3731110289,40
3731110341,40
3731110430,40
3731110467,40
3731110547,40
3731110583,40
3731110618,40
3731111679,40
3731111731,40
3731111759,40
3731111777,40
3731111795,40
3731111802,40
3731111839,40
3731111857,40
3731111866,40
3731111884,40
3731111893,40
3731111919,40
3731111928,40
3731111937,40
3731111946,40
3731111964,40
3731111973,40
3731111991,40
3731112005,40
3731112014,40
3731112032,40
3731112041,40
3731112050,40
3731112078,40
3731112096,40
3731112103,40
3731112112,40
3731112130,40
3731112149,40
3731112158,40
3731120016,40
3731120061,40
3731120070,40
3731120089,40
3731120123,40
3731120132,40
3731130012,40
3731130021,40
3731130058,40
3731130110,40
3731130138,40
3731130183,40
3731130236,40
3731130245,40
3731130254,40
3731130272,40
3731130316,40
3731130334,40
3731130487,40
3731130512,40
3731130521,40
3731130567,40
3731130629,40
3731130665,40
3731130683,40
3731130692,40
3731130718,40
3731130736,40
3731130763,40
3731130772,40
3731130790,40
3731131813,40
3731131859,40
3731131868,40
3731131877,40
3731131886,40
3731131895,40
3731131902,40
3731131920,40
3731131993,40
3731132007,40
3731132016,40
3731132025,40
3731132043,40
3731132098,40
3731132178,40
3731132196,40
3731132249,40
3731132267,40
3731132294,40
3731132301,40
3731132347,40
3731132374,40
3731132383,40
3731132392,40
3731132409,40
3731132418,40
3731132427,40
3731132436,40
3731132445,40
3731132463,40
3731132472,40
3731132490,40
3731132507,40
3731132516,40
3731132525,40
3731132534,40
3731132543,40
3731132552,40
3731132561,40
3731132570,40
3731140018,40
3731140027,40
3731140054,40
3731140072,40
3731140090,40
3731140125,40
3731140161,40
3731140189,40
3731140198,40
3731140223,40
3731140269,40
3731140278,40
3731140321,40
3731140385,40
3731140394,40
3731140447,40
3731140483,40
3731140492,40
3731140527,40
3731141622,40
3731141640,40
3731141784,40
3731141793,40
3731141800,40
3731141846,40
3731141864,40
3731141873,40
3731141882,40
3731141891,40
3731141908,40
3731141926,40
3731141953,40
3731142021,40
3731142058,40
3731142067,40
3731142085,40
3731142094,40
3731142110,40
3731142129,40
3731142138,40
3731142147,40
3731142165,40
3731142183,40
3731142192,40
3731142209,40
3731142218,40
3731142236,40
3731142245,40
3731142272,40
3731142281,40
3731142316,40
3731142325,40
3731142343,40
3731142352,40
3731142361,40
3731142389,40
3731142398,40
3731142405,40
3731142414,40
3731150096,40
3731150238,40
3731150256,40
3731150265,40
3731151299,40
3731151351,40
3731151360,40
3731151486,40
3731151511,40
3731151566,40
3731151575,40
3731151584,40
3731151593,40
3731151600,40
3731151619,40
3731151628,40
3731160047,40
3731160056,40
3731160065,40
3731160092,40
3731160154,40
3731160163,40
3731161188,40
3731161197,40
3731161204,40
3731161213,40
3731161231,40
3731161259,40
3731161268,40
3731161277,40
3731161286,40
3731161295,40
3731161302,40
3731161311,40
3731161320,40
3731161339,40
3731170034,40
3731170043,40
3731170052,40
3731170061,40
3731171102,40
3731171139,40
3731171148,40
3731171166,40
3731171200,40
3731171219,40
3731171228,40
3731171237,40
3731171246,40
3731171273,40
3731171282,40
3731171291,40
3731171308,40
3731171326,40
3731171344,40
3731171371,40
3731171371,47
3731171380,40
3731171399,40
3731171415,40
3731171424,40
3731171442,40
3731171451,46
3731171460,40
3731171479,40
3731171488,40
3731171497,40
3731171531,40
3731171540,40
3731171559,40
3731171568,47
3731171586,40
3731180012,40
3731180030,40
3731180058,40
3731181082,40
3731181091,40
3731190527,40
3731210015,40
3731210033,40
3731210060,40
3731230026,40
3731231069,40
3731231096,40
3731231103,40
3731231112,40
3731231121,40
3731250019,40
3731270011,40
3731270066,40
3732010055,40
3732010073,40
3732010082,40
3732010180,40
3732010199,40
3732010233,40
3732010242,40
3732010279,40
3732010288,40
3732010297,40
3732010322,40
3732010331,40
3732010340,40
3732010368,40
3732010377,40
3732010395,40
3732010420,40
3732010466,40
3732010500,40
3732010519,40
3732010626,40
3732010635,40
3732010644,40
3732010653,40
3732010699,40
3732010706,40
3732010724,40
3732010733,40
3732010779,40
3732010797,40
3732010804,40
3732010813,40
3732010840,40
3732010868,40
3732010886,40
3732010895,40
3732010902,40
3732010975,40
3732010993,40
3732011016,40
3732011025,40
3732011034,40
3732011052,40
3732011070,40
3732011105,40
3732011123,40
3732011141,40
3732011169,40
3732011221,40
3732011267,40
3732011285,40
3732011294,40
3732011310,40
3732011329,40
3732011338,40
3732011347,40
3732011356,40
3732011383,40
3732011418,40
3732011427,40
3732011445,40
3732012460,40
3732012479,40
3732012540,40
3732012568,40
3732012595,40
3732012611,40
3732012639,40
3732012648,40
3732012700,40
3732012746,40
3732012755,40
3732012782,40
3732012791,40
3732012808,40
3732012817,40
3732012826,40
3732012835,40
3732012924,40
3732012942,40
3732012997,40
3732013001,40
3732013038,40
3732013056,40
3732013065,40
3732013074,40
3732013083,40
3732013109,40
3732013118,40
3732013145,40
3732013154,40
3732013181,40
3732013207,40
3732013225,40
3732013261,40
3732013270,40
3732013289,40
3732013298,40
3732013403,40
3732013412,40
3732013421,40
3732013458,40
3732013467,40
3732013476,40
3732013494,40
3732013529,40
3732013547,40
3732013565,40
3732013574,40
3732013583,40
3732013592,40
3732013618,40
3732013645,40
3732013654,40
3732013663,40
3732013681,40
3732013707,40
3732013725,40
3732013743,40
3732013752,40
3732013761,40
3732013770,40
3732013789,40
3732013805,40
3732013832,40
3732013850,40
3732013869,40
3732013878,40
3732013878,45
3732013887,40
3732013912,40
3732013921,40
3732013958,40
3732013967,40
3732013976,40
3732013985,40
3732014008,40
3732014017,40
3732014026,40
3732014035,40
3732014044,40
3732014071,40
3732014080,40
3732014099,40
3732014106,40
3732014115,40
3732014115,47
3732014124,40
3732014133,40
3732014142,40
3732014151,40
3732014160,40
3732014179,40
3732014188,40
3732014197,40
3732014204,40
3732014213,40
3732014222,40
3732014231,40
3732014240,40
3732014259,40
3732014268,40
3732014277,40
3732014286,40
3732014295,40
3732014302,40
3732014311,40
3732014320,40
3732014339,40
3732014348,40
3732014357,40
3732014366,40
3732014375,40
3732014384,40
3732014393,40
3732014400,40
3732014428,40
3732014437,40
3732014446,40
3732014455,40
3732014473,40
3732014508,40
3732014517,40
3732014526,40
3732014535,40
3732014544,40
3732014553,40
3732014562,40
3732014580,40
3732014599,40
3732020079,40
3732020113,40
3732020140,40
3732020195,40
3732020202,40
3732020211,40
3732020220,40
3732020275,40
3732020284,40
3732020328,40
3732020346,40
3732020373,40
3732020391,40
3732020426,40
3732020435,40
3732020462,40
3732020579,40
3732020597,40
3732020613,40
3732020622,40
3732020659,40
3732020668,40
3732020677,40
3732020695,40
3732020720,40
3732020748,40
3732020775,40
3732020800,40
3732020820,40
3732020828,40
3732020846,40
3732020873,40
3732020908,40
3732020953,40
3732021129,40
3732021138,40
3732021147,40
3732021209,40
3732021263,40
3732021281,40
3732021290,40
3732021334,40
3732021352,40
3732022340,40
3732022359,40
3732022377,40
3732022386,40
3732022448,40
3732022475,40
3732022500,40
3732022564,40
3732022573,40
3732022582,40
3732022591,40
3732022608,40
3732022617,40
3732022626,40
3732022635,40
3732022644,40
3732022653,40
3732022671,40
3732022680,40
3732022706,40
3732022724,40
3732022804,40
3732022822,40
3732022840,40
3732022868,40
3732022877,40
3732022886,40
3732022895,40
3732022902,40
3732022966,40
3732022984,40
3732023025,40
3732023052,40
3732023061,40
3732023070,40
3732023089,40
3732023098,40
3732023105,40
3732023123,40
3732023132,40
3732023150,40
3732023178,40
3732023187,40
3732023196,40
3732023212,40
3732023221,40
3732023230,40
3732023249,40
3732023258,40
3732023267,40
3732023294,40
3732023310,40
3732023338,40
3732023347,40
3732023356,40
3732023374,40
3732023383,40
3732023409,40
3732023418,40
3732023427,40
3732023436,40
3732023445,40
3732023454,40
3732023463,40
3732023472,40
3732023481,40
3732023507,40
3732023516,40
3732023525,40
3732023534,40
3732023543,40
3732023552,40
3732023561,40
3732023570,40
3732023589,40
3732023598,40
3732023605,40
3732023614,40
3732023623,40
3732023632,40
3732023641,40
3732023650,40
3732023669,40
3732023678,40
3732023687,40
3732023696,40
3732023703,40
3732023712,40
3732023721,40
3732023749,40
3732023758,40
3732023767,40
3732023776,40
3732030011,40
3732030020,40
3732030066,40
3732030075,40
3732030093,40
3732030155,40
3732030164,40
3732031241,40
3732031296,40
3732031312,40
3732031321,40
3732031330,40
3732031349,40
3732031358,40
3732031367,40
3732031376,40
3732040017,40
3732040035,40
3732040106,40
3732040133,40
3732040142,40
3732040179,40
3732040197,40
3732040213,40
3732040231,40
3732040295,40
3732041283,40
3732041318,40
3732041336,40
3732041345,40
3732041407,40
3732041416,40
3732041425,40
3732041434,40
3732041443,40
3732041461,40
3732041470,40
3732041489,40
3732041498,40
3732041505,40
3732041514,40
3732041523,40
3732041532,40
3732041541,40
3732041550,40
3732041569,40
3732050013,40
3732050022,40
3732050059,40
3732050086,40
3732050111,40
3732050120,40
3732050139,40
3732051314,40
3732051332,40
3732051430,40
3732051485,40
3732051510,40
3732051556,40
3732051565,40
3732051574,40
3732051592,40
3732051609,40
3732051618,40
3732051636,40
3732051645,40
3732051654,40
3732051663,40
3732051681,40
3732051690,40
3732051707,40
3732051716,40
3732051725,40
3732051734,40
3732051743,40
3732051752,40
3732051761,40
3732051770,40
3732051798,40
3732051805,40
3732051814,40
3732051823,40
3732051841,40
3732051850,40
3732051878,40
3732051887,40
3732051896,40
3732051903,40
3732051912,40
3732051921,40
3732051930,40
3732051949,40
3732051958,40
3732060019,40
3732060028,40
3732060064,40
3732060126,40
3732060144,40
3732060153,40
3732061187,40
3732061221,40
3732061249,40
3732061267,40
3732061276,40
